name,abv,ibu,descript,brewery_id,category_id
Founders Breakfast Stout,8.3,0,"You've got to love coffee to truly appreciate this phenomenal brew. Brewed with an abundance of flaked oats, bitter and sweetened imported chocolates, Sumatra and Kona coffee. Breakfast Stout has an intense fresh roasted coffee nose toped with a cinnamon colored frothy head that seems to never fade and makes you wish breakfast could last forever.",549,3
Rubaeus,7,0,"As promised Founders Brewing Company has created something unlike the rest. Amongst this summers over croweded race to cloudy wheat beers, we have decided to embark down a path all our own. Using only fresh rasberries, rubaeus translates into intese flavors combined with a no hesitation malt bill. In fermentation we add fresh rasberries at five separate stages to achieve the ulttimate balance between tartness and sweetness.",549,11
Curmudgeon,9.3,0,"This Old Ale conjures up thoughts of classic sea fairing ports, there local pubs and the weathered fisherman that frequent them. In traditional style Curmudgeon is brewed with an intense focus on the malt bill creating a very strong, rich, malty characteristic and a sweetness indicative of its cousin the barleywine. We are especially proud of the balance in this beer making it deceptively smooth and drinkable at 9.3% alcohol by volume.",549,1
Founders Kentucky Breakfast,10,0,A bit of backwoods pleasure without the banjo. This stout is brewed with a hint of coffee and vanilla then aged in oak bourbon barrels. Our process ensures that strong bourbon undertones come through in the finish in every batch we brew. We recommend decanting at room temperature and best enjoyed in a brandy snifter.,549,3
Founders Devil Dancer,13,0,"Founders most complex, most innovative, most feared and yet most revered ale produced. Massive in complexity the huge malt character balances the insane amount of alpha's used to create this monster. More IBU's than any brewery has documented, more than you would believe and dry-hopped for twenty-six days straight with a combination of 10 hop varieties. Dangerously drinkable and deliciously evil. We dare you to dance with the Devil.",549,3
Founders Red's Rye,6.4,0,Pours a spectacular crimson red with a creamy tan head. Brewed with four varieties of Belgian caramel malts imparting a sweet richness. Red's Rye is impressively balanced with its hop bitterness and huge citrus bouquet achieved from the immense amarillo dry hop. The generous amount of malted rye used accentuates a spicy crisp finish.,549,11
Saranac Pale Ale,5.5,0,"A beer that would make the English jealous! This true English Pale Ale is rich and fruity, yet finishes crisp. You'll love the copper amber color and medium body.",512,3
Saranac Brown Ale,6,0,"This Brown Ale is brewed with American malt and hops, and traditional ale yeast. Look for a sweet, chocolaty taste, with balanced bitterness resulting in a full flavored but smoothly drinkable beer.",512,3
Saranac India Pale Ale,5.8,0,A hop lover's delight. In the India Pale Ale tradition this brew is very hoppy in both aroma and flavor from the generous amounts of cascade hops used in brewing. Look for a medium to full body and golden straw color.,512,3
Saranac Black Forest,5.3,0,"A Bavarian black beer with distinctive carmel malt sweetness and rich creamy trademark head. Flavorful, yet smooth; it is very drinkable!",512,7
Saranac Black & Tan,5.1,0,"A beer lover's dream! This classic irish stout and amber lager blend is malty, yet pleasantly bitter with many complex flavor notes. Look for a deep brown-black color and full-body.",512,-1
Saranac Lager,4.8,0,"A simple well-made Classic American Lager brewed with only choice ingredients. It is extremely mellow refreshingly smooth, glass after glass.",512,8
Pomegranate Wheat,4.7,0,This wholesome combination of unfiltered wheat beer and real pomegranate juice makes a smooth refreshing beer with all the goodness of pomegranate. Look for a light body with a slight tart finish and golden straw color.,512,11
Saranac Kolsch,5,0,"This golden sparkling blond ale was brewed to pay homage to a 1000-year tradition rooted in Cologne, Germany. Clear, crisp and easy to drink, the Kolsch of today is lighter than the \House\"" beer that was served in Cologne 200 years ago - the city that made Kolsch famous. We hope you'll enjoy it!""",512,-1
Saranac Belgian White,5.3,0,"Our Belgian Style White beer is smooth, tangy and very thirst quenching. Brewed with a delicate combination of oats, wheat and barley malt, we season it ever so lightly with hops. Then we add sprinklings of coriander and orange peel for a refreshing brew with a citrus aroma. Don't be fooled by the cloudy appearance, that's expected of a classic Belgian-style \Whitbier\"" or white beer.""",512,5
Saranac Summer Ale,4.7,0,"ith more than 2,800 bodies of water in the Adirondacks, it's not too hard to find a sunny place to relax, rest your feet and look out over the water. To celebrate summer in the Adirondacks, we've brewed a beer with generous amounts of wheat malt for a light, refreshing taste. Look for subtle hints of lemon.",512,11
Saranac Golden Pilsner,5.1,0,"Saranac Pilsener is a light bodied American Wheat Beer that is judiciously hopped with Cascade and Tettnang hops. \Dry-Hopping\"" imparts the distinctive hop aroma and finish. Look for a smooth",512,7
Saranac Octoberfest,5.4,0,"Saranac Octoberfest is a med-bodied, copper colored lager. It's rich, malty taste is subtly balanced by Saaz and Tettnang hops. The beer is aged slowly in the tradition of the Octoberfest beers of Munich.",512,7
Saranac Pumpkin Ale,5.4,0,"Saranac Pumpkin Ale is brewed with Pumpkin, Cinnamon, Allspice, Cloves, Ginger and Vanilla. Look for a full-body and amber color. We're sure you'll enjoy this special brew!",512,11
Saranac Season's Best,5.3,0,"Brewed with a special blend of domestic and Belgian malts for a delicate nut-like character, you'll love this Lager's rich taste and signature hop aroma. The exceptional full-bodied taste reflects our Brewery's extraordinary commitment to brewing beers of the highest standard of quality.",512,8
Saranac Caramel Porter,5.4,0,"Saranac Caramel Porter is a Robust, flavorful porter Reminiscent of a by-gone era. True to brewing tradition, we've used dark caramel malt, as well as Fuggles and East Kent Goldings hops for smooth, yet slightly bitter, roasted flavor, look for hints of the real caramel used in brewing this delicious beer!",512,2
Saranac Black Diamond Bock,6,0,"Saranac Black Diamond Bock is a rich, malty brew, made with traditional German malts and hops and fermented with a lager yeast. Aged for months for a rich but smooth malty taste. A nice reward for enduring your winter months.",512,7
Saranac Oatmeal Stout,4.3,0,"Saranac Oatmeal Stout is brewed with a delicate balance of the finest grown oats, selected hops, and our traditional ale yeast. Look for a sweet, dark chocolate and roasted taste.",512,1
Roggen Bock,5.5,0,"Brewed in the tradition of great German Bock beers with only German malts and hops, using 20% rye, malt to give it a distinctive spicy, yet smooth character. You'll love the rich flavors and deep red color of this unique German Brew.",512,7
Saranac Marzenbier,5.6,0,"Bigger..Richer...Smoother, are all ways to describe a Marzenbier. Look for a toasted malt character balanced with slight hop bitterness. Marzenbiers are traditionally aged for months and unveiled to great celebration.",512,-1
Saranac Nut Brown Ale,5.4,0,"Saranac Nut Brown Ale's soft mellow malt character is rich and smooth with a medium body. Look for hints of toasted malt flavor, slight hop bitterness and amber brown color.",512,3
Saranac Mocha Stout,5,0,"Combines the rich roasted flavor of our traditional stout with a deep, robust mocha. Look for a full-bodied taste with a crescendo of complex flavor notes.",512,3
Saranac Single Malt,5.5,0,We use 100% Scottish Maris Otter Malt. Traditionally used in the distilling industry. The combination of the Scottish Malt and slow aging process produces a unique brew as distinctive as single malt whiskey with a flavor than any other beer.,512,1
Saranac Belgian Ale,5.9,0,"Saranac Belgian Ale is Deliciously Fruity. It is brewed with a generous amount of Belgian Aromatic Malt, Hand selected hops, and a traditional Belgian ale yeast. Brewed in the \Trappist Style\"".""",512,5
Saranac Mountain Ale,5,0,"This Delicious Fruity ale is brewed with blackberries, raspberries and sweetened with a touch of blueberry honey. Light and refreshing.With a reddish-Amber color, be sure to look for the ale bitter and berry sweetness. Enjoy!",512,11
Saranac Chocolate Amber,5.5,0,"There comes a time every year in the Adirondacks when a heavier, more malty brew compliments the cold winter months. This brew showcases a variety of dark roasted malts, producing a beer with a rich chocolaty flavor.",512,-1
Saranac Bock,6,0,Bock is not from the bottom of the barrel! It is a rich malty beer brewed with traditional German ingredients and aged for months to give it a smooth malty character. Look for a rich full-bodied beer.,512,7
Saranac Rachbier,5.6,0,This malty German style lager is brewed with Bamberg smoked malt using only the best German hops and traditional lager yeast. Look for a smooth malty flavor with a hint of smoke in the finish.,512,-1
Saranac Extra Special Bitter,5.5,0,"Bitters are popular pub beers in England and are closely related to the more well known pales ales. Saranac Extra Special Bitter has a rich, malty taste balanced by the pleasant bitterness of Williamette Hops. The finish is dry with a hint of the Foral English Fuggle and Spicy Saaz hop. Enjoy!",512,1
Saranac Imperial IPA,8.5,0,"Saranac Imperial IPA is part our new High Peak Series, a line of beers that are bigger, more complex and flavorful; beers that are meant to be sipped and savored. Saranac Imperial IPA is brewed with 10 different malts and 10 different hops to make a delectably flavorful and complex Imperial IPA - at 85 IBU's and 8.5 % alc/vol.",512,3
Saranac Imperial Stout,9,0,Saranac Imperial Stout is part of our \High Peaks Series,512,3
Saranac Scotch Ale,6,0,"This Scotch Ale is a full-bodied, malty sweet ale. True to Scottish brewing tradition, this malty flavor and deep copper brown color are a result of Scottish two row malt and roasted barley.",512,1
Stony Face Red Ale,5.6,0,"HoppyÃ¢â‚¬â„¢s gift to those who like their beers Malty. Dark Caramel and Chocolate Malts lend their deep crimson silkiness, and judicious additions of Nugget and Cascade hops give just enough bitterness for balance. Ask your serverÃ¢â‚¬â„¢s favorite beer and itÃ¢â‚¬â„¢s probably this one.",674,3
Humbles Blond Ale,3.5,0,"Our lightest beer in body and color, Humbles has proven to be our most popular offering.",538,3
Heat Seeker Hefe,4,0,"A Bavarian style Hefeweizen, a cloudy brew with slight hints of bannana and clove.  Light and refreshing.",538,4
Catalina Common Lager,4,0,"This copper colored lager is brewed with hybrid yeast that ferments at warmer temps, giving that clean refreshing taste of a lager with the slight fruitiness of an ale.",538,8
Spitfire Best Bitter,4,0,"An English style ale, copper in color with subtle English malt hints balanced nicely with fresh Washington grown Yakima Valley hops.",538,1
Afterburner IPA,6,0,"A hop lover's delight!  Our I.P.A. is loaded with Ahtanum, Tohmahawk, Palisade, East Kent, Goldings and finished with the ever popular Cascades, balanced with generous amounts of floor malted crisp Maris Otter barley.",538,3
Hop Henge Imperial IPA,8.75,0,"HOP HENGE IMPERIAL IPA Ã¢â‚¬â€œ The Ultimate in Hop Innovation 
Hop Henge Imperial IPA returns to the Bond Street Series line-up this April in extreme fashion. Staying true to the experimental nature of the series and the Ã¢â‚¬Å“never settleÃ¢â‚¬Â philosophy of Deschutes, our brewers went back to the drawing board to create an amplified version of last yearÃ¢â‚¬â„¢s monument to hops.
Head Brewer Brett Porter says, Ã¢â‚¬Å“This is a truly exciting and groundbreaking beer. We reformulated everything about the hop recipe to give Hop Henge an extraordinary aroma and flavor similar to a fresh hop beer.Ã¢â‚¬Â In addition to the Cascade and Centennial hops, Deschutes Brewery is experimenting with a hop variety so new that it has yet to be named.
The team here at Bend Public House recommends Hop Henge as the perfect accompaniment for a variety of spicy foods, so be sure to have a bottle handy next time you make a batch of hot wings and go for the five alarm award. The high-octane hoppiness is a wildly refreshing antidote to a wide array of hot foods.
Limited Availability April through June.
DonÃ¢â‚¬â„¢t miss this amazing hop experiment that is sure to leave your taste buds begging for more.
-http://www.deschutesbrewery.com/Brews/Bond+Street+Series/default.aspx
Available April through June.
Hop Henge I.P.A. was first brewed in 2006 as an agressive West Coast style I.P.A. In 2007, Hop Henge is going Imperial!  Several pounds of  Centennial, Cascade and Northern Brewer hops are in each barrel with a heavy dry-hop presence to top it off.  A blend of crystal, pale and caraston malts creates an overall biscuity characteristic that is dense and muscular, building the alcohol base to support the monstrous hop profile.
Like the rest of the Bond Street Series, Hop Henge highlights the creativity and curiosity of our brewers.  Bolder than its English ancestors, with huge hops and a bitter finish, this IPA is no wallflower.
Alcohol By Volume: 8.1%
	
IBU 95
When one of our brewers suggested we name our new IPA Hop Henge, he also came up with the idea of actually recreating Stonehenge, only with hop bales.  We were up for the challenge and even though the weather did not want to cooperate, we pulled it off and threw a party afterwards.
	
photo: chris mather
Ratings, Awards & Notables
World's Best Strong Pale Ale (Imperial IPA)
2007 World Beer Awards
World's 50 Best Beers
2006 International Beer Challenge
Gold Medal, 92 Points
2006 World Beer Championships
Silver Medal, India Pale Ale Category
2006 Australian International Beer Awards
Modern Brewery Age, February 12, 2007
5 out 5 stars 
Hop Henge started its life as an India Pale Ale, but this year it was bumped up to Ã¢â‚¬Å“Imperial IPAÃ¢â‚¬Â status, with a hefty dose of additional hops.
Ã¢â‚¬Å“This one is lovely,Ã¢â‚¬Â said taster Tom Conti. Ã¢â‚¬Å“They got it just right.Ã¢â‚¬Â
It pours out a deep amber, with an appealing rocky head, and rich hop aroma wafting from the glass. Ã¢â‚¬Å“They sure dosed it with a lot of hops...[thereÃ¢â‚¬â„¢s] a lot of hop bitterness in the taste,Ã¢â‚¬Â one taster observed.
In addition to the Imperial-level hopping, Hop Henge also boasts Imperial-level alcohol content, with 8.1% a.b.v.
This was the top-rated beer during its tasting session, and tasters had to dig deep for new superlatives to describe it. Ã¢â‚¬Å“This is a beautiful beer,Ã¢â‚¬Â concluded taster Gregg Glaser. Ã¢â‚¬Å“Full of flavor and hops and malt and hops again.Ã¢â‚¬Â
Ã¢â‚¬Å“Not for the timid,Ã¢â‚¬Â said taster Robert Lachman.
-http://www.deschutesbrewery.com/BrewPub/OnTap/125352.aspx",441,3
First Flight Amber Ale,4.5,0,Our first beer brewed right here at Flyers.  This ale has brownish red hues with a mild maltiness balanced by an herbal hop character without being bitter.,538,3
Barnstormer Brown Ale,5,0,"As the name implies, a rich deep brown ale in color with dark amber highlights.  The flavor is slightly sweet with hints of nuts and toffee finishing smooth with no after taste.",538,3
Peacemaker Porter,5.5,0,"A robust porter in style, a dark and full bodied ale with hints of roasted barley and flavors of coffee and bitter sweet chocolate on the palate.",538,2
Sick Duck Imperial Stout,10,0,"A rich and very dark Imperial Stout that has a complex flavor profile with hints of molasses and caramel.  Brewed in July to allow time for aging, Sick Duck finishes very smooth for such a big beer.",538,3
Bube's Kolsch,0,0,"Clean, crisp, easy drinking Colonge, Germany style ale. Kolsch's smoothness comes from special Kolsch yeast, German Hallertau hops, a slow fermentation and lager like conditioning.",314,-1
Beewolf Braggot,7,0,"This is a hybrid of ale and mead made with 51% malted barley (Pale and Munich malted barley) and 49% Orange blossom honey, it is lightly hopped, spiced with Hibiscus flowers and fermented with Australian ale yeast.
Our Milton, DE microbrewery brewer Jon Talkington came up with this beer because of his love of different kinds of meads and his interest in Nordic lore and mythology.  The name Beewolf is the name Beowulf translated, meaning bear.
 
Color- light amber.
Aroma- Pear like fruitiness, with a clean malt and floral honey nose.
Flavor- sweet malt and honey with a subtle fruitiness and a hint of caramel.
ABV 7.0%
IBU's 25
Due to the limited availability of Beewolf Braggot, we are sorry that we are not able to offer growlers to go.",459,-1
Bube's Red Ale,0,0,This was the first draught on tap in November 2001. It has developed to a very quaffable ale. the slight sweet malt flavor is balanced with East Kent Golding hops to produce this delicious reddish-amber ale.,314,3
Bube's Stout,0,0,This dark full bodied stout is perfect with a meal or as a meal. Rolled oats give this beer an enjoyable mouthfeel while chocolate and roasted malts lend to its distinctive flavor.,314,3
Bube's Kiwi-Strawberry Wheat,0,0,The perfect thirst quenching summertime ale. The subtle flavor of kiwi and strawberry blend with traditional German wheat and hops. Great for a hot summer day.,314,11
Bube's Brown Ale,0,0,"Another one of our first recipes, which we have improved with experience. This ale is pleasantly malty with nutty and toffee like undertones. East Kent Golding hops were used to compliment this English style ale.",314,3
Bube's Hefeweizen,0,0,"This traditional German-style wheat beer is rich in banana and clove undertones, with a wonderful frothy head.",314,4
Bube's India Pale Ale (IPA),0,0,"Bube's rendition of this classic style is made with fine 2-row malted barley and West Coast hops. A wonderful malt finish with a delicate citrus aroma, reminiscent of its Old-World cousin.",314,3
Scratch #7 2008,7.9,0,"Red and white wheat combined with darker malts add body to this hazy, unfiltered ale.  Fermented with the same yeast as DreamWeaver Wheat replicating the pepper, clove and all-spice flavors found in our year-round beer.",1286,4
Scratch #11 2008,4.9,0,"Next up, we present Scratch Beer #11-2008, a Bitter. Back in the day, we used to brew a little number called TrÃƒÂ¶egs ESB. Even though this beer was retired almost six years ago, we still get numerous TrÃƒÂ¶egs old-schoolers (Martha) begging for its return.
Well hang onto your boot straps because Scratch #11 is about as close as we can get to the original ESB without firing up the old brew kettle. The Scratch #11 recipe originates from ChrisÃ¢â‚¬â„¢ stint at EnglandÃ¢â‚¬â„¢s University of Sunderland brewing program. After returning to Colorado the brothers drew on ChrisÃ¢â‚¬â„¢ experience and brewed pilot batches tweaking that recipe. The ESB production recipe has direct bloodlines to these pilot batches.
The Thames Valley ale yeast and the roasted barley create a biscuit flavor with nutty undertones. Combining these flavors with the earthiness of East Kent Golding hops creates one hell of a fine session beer. Take in the deep mahogany beauty of this beer and breathe in the full hoppy nose. ItÃ¢â‚¬â„¢s not the ESB, but itÃ¢â‚¬â„¢s damn special.",1286,1
Scratch #10 2008,10.2,0,"he third time just might be the charmÃ¢â‚¬â€Scratch #10-2008 is our third triple in the Scratch Beer series.
This grand cru has been lovingly aged since late-February, yet still unleashes the slightest hint of alcohol heat.
Scratch #10-2008 also has a triple flavor inspiration combining the caramel/toffee notes of dememera sugar and molasses, with citrus and licorice flavors created by the orange peel and star anise; lastly we create a peppery/spicy finish with the same trappist yeast has been used in each Scratch Beer Triple.",1286,5
Scratch #8 2008,10.1,0,"Revisiting Scratch #3, we take the same Tripel recipe, add beet and cane sugars to the kettle, and run the wort through our hopback brimming with juniper berries, coriander and yarrow flowers.
Inspired by the herbaceous nose of gin, the berries and flowers give a slight pine/citrus aroma with floral undertones. Scratch #8 has a dry, yeasty finish and noticeable alcohol warming when consumed.",1286,5
Scratch #6 2007,5.1,0,"Old world brewing techniques combine with Noble hops for Scratch #6-2007.
This Export Lager features a single stage decoctionÃ¢â‚¬â€a first for TrÃƒÂ¶egs Brewery. After combining barley and water we transfer a portion of the mash to the brew kettle for a quick boil. The heated mash is then returned to the mash kettle and the brewing process continues. This process deepens the malt character and adds a subtle toffee backbone to this delicious lager.
WeÃ¢â‚¬â„¢ve added Magnum hops for bittering and Czech Saaz hops for aroma to create a classic European Noble hop flavor. 
Scratch #6-2007 is unfiltered, so there will be a slight haze to the beer.",1286,8
McNellie's Pub Ale,0,0,,831,1
Sundown Wheat,0,0,,831,11
Atlas IPA,0,0,,831,3
Oaked Arrogant Bastard Ale,7.2,0,Arrogant Bastard Ale aged in oak barrels.,1204,3
Hansa Imported Dortmunder,4.8,0,Surviving beer from the Dortmunder Hansa-Brauerei before being acquired by Actien.,460,8
Hoppy Hefe,0,0,It is a nice example of a Hefeweizen.,90,4
Bourbon Barrel Smoked Porter,0,0,"Think of Guinness but with a \smooth bite\"" to it. This is a wonder beer for those of us who enjoy a porter.""",90,2
Bar Harbor Blueberry Ale,0,0,It does have a nice hint of wheat and blueberries to it.,55,-1
Cask Hefe,0,0,It is a good clean hefe.,90,4
Raison D'Etre,8,0,"A deep, mahogany ale brewed with beet sugar, green raisins, and Belgian-style yeast. As complex as a fine, red wine. Voted \American Beer of the Year\"" in January 2000 by Malt Advocate Magazine.""",459,3
Fort,18,0,A strong ale brewed with a ridiculous amount of pureed raspberries (over a ton of em!).,459,11
Lawnmower,4,0,"Lawnmower is our intro for those who need a little help jumping feet first into the crazy world that is Dogfish Head beer.
It's a starter beer, but it's not dumbed down. Lawnmower is made with quality ingredients and is a great thirst quencher - perfect to enjoy after a day in the sun mowing the lawn (or anything else that gets you hot and bothered)!
Draft-Only, Limited Distribution",459,3
Theobroma,9,0,"This beer is based on chemical analysis of pottery fragments found in Honduras which revealed the earliest known alcoholic chocolate drink used by early civilizations to toast special occasions.  The discovery of this beverage pushed back the earliest use of cocoa for human consumption more than 500 years to 1200 BC.  As per the analysis, Dogfish HeadÃ¢â‚¬â„¢s Theobroma (translated into 'food of the gods') is brewed with Aztec cocoa powder and cocoa nibs, honey, chilies, and annatto (fragrant tree seeds).",459,-1
Black & Blue,10,0,A belgian-style Strong ale fermented with blackberries and blueberries.,459,11
Red & White,10,0,"A big, belgian-style Wit brewed with coriander and orange peel and fermented with Pinot Noir juice. After fermentation a fraction of the batch is aged in Oregon Pinot Noir barrels, and another fraction is aged on oak staves. The beer is blended together before packaging.
This has been one of our most popular Limited Edition beers at both our Rehoboth Beach, DE brewpub and at festivals. It successfully marries the refreshing citrusy qualities of a Belgian-style white beer with the robust complexity of a bold red wine.",459,5
Aprihop,7,0,"Brewed with luscious apricots, finished with whole-leaf hops. A \fruit beer for hop heads...\"" Ale Street News""",459,11
Tap Room No. 21 Amber Ale,5.7,0,,1235,3
Kirin Ichiban,4.95,0,"From Brewery's site:
With his gold label and Special Premium Reserve appellation, Ichiban outclasses and outperforms.
In 1990, Ichiban's debut made a splash in the world of super premium beers. The luxurious single wort (or first press) process yields a unique, complex flavor. With his gold label and \Special Premium Reserve\"" appellation",741,-1
Kirin Light,3.31,0,"From Kirin's Site:
With just 95 calories and full-flavor, Kirin Light is one of the few great world-class Lights.
You might think Kirin Light would be a lightweight contender, content to let his sturdier siblings steal the show. But this fitness-minded newcomer won't compromise. You won't have to compromise either - with just 95 calories and full flavor, Kirin Light is one of the few great world-class lights.
What makes Kirin Light great
Canadian barley malt, Czech hops, rich golden color",741,8
Chateau Jiahu,9.5,0,"9000 year old Chateau Jiahu stands apart as the most ancient, chemically-attested alcoholic beverage in the world. Its recreation is based on painstaking excavation by Chinese archaeologists of Jiahuin the Yellow River basin, state-of-the-art microanalysis of pottery residues by American laboratories, and the inspired \Neolithic\"" brewing of Dogfish Head Craft Brewery. Chateau Jiahu",459,11
Pipe Organ Pale Ale,4.9,0,"When the British introduced draught pale ale to America, the Pipe Organ Pale Ale is what they had intended. It is truly British in character. Brewed with pale ale malt and a touch of caramel malt, it has a light copper color and subtle body. The maltiness is carefully balanced with only the best English hops - East Kent Goldings. Although this beer has a fair amount of hops, the caramel maltiness perfectly balances its profile.",1248,3
Pious Monk Dunkel,5.2,0,"Gold Medal Winner of the Great American Beer Festival. Our beer is fairly dark in color, but donÃ¢â‚¬â„¢t be afraid. It is a perfect example that dark beers are not always strong beers. The body is surprisingly mellow, and the alcohol content is a bit lower than most people might think. It has a wonderfully clean and roasty aroma. Hop bitterness levels are kept in line, but is has a noticeable hop flavor.",1248,-1
Millennium Trippel,9,0,A Belgian Trippel is a very special type of beer. A Belgian Trippel could be called the beer version of a Champagne. It is very light in color and highly carbonated giving an appearance similar to Champagne. The flavor is somewhat sweet and malty as well as strong.,1248,5
Celestial Gold,4.1,0,"This beer is golden in color with a light bubbly effervescence. The light body makes this lager beer appropriate for a business lunch or your evening sipping beer. The light malt flavor also accentuates the hop flavor. From the start, you will notice a fine hop aroma. As you sip the Celestial Gold, the subdued maltiness blends with a slight hop flavor. When this beer finishes, you will notice a pleasant hop bitterness. The bitterness will be mild and quite appropriate. Celestial Gold has been known to induce Celestial bliss.",1248,7
Blast Furnace Oatmeal Stout,4.8,0,"Stouts have typically been a staple beverage in the UK.  There are many variations of stouts available. You can find dry stouts, milk stouts, Imperial stouts, American stouts, and even stouts made with oats.
At the Church Brew Works we have crafted delicious Toasted Oatmeal Stout.  The oats were blended with the best barley malt we have Ã¢â‚¬â€œ and we didnÃ¢â‚¬â„¢t stop there.  To give this beer a wonderful roasted flavor, we added unmalted, very darkly roasted barley.  The roasted barley is mixed with a generous portion of chocolate colored malt giving the Blast Furnace Stout a beautiful ruby hue.
We used our finest hops unsparingly to create a delicately balanced bitterness with a rich roastiness and fresh hop aroma. The Fuggles and East Kent Goldings hops were added with heavy hands at two different times.  This unbridled addition grants a full hop flavor to our heavenly drink.
A typical oatmeal stout is a bit lower in alcohol than most other stouts as does the Blast Furnace Stout.  Ours, though not typical, does have a welcome medium body.  As you drink this beer, notice the rich, creamy brown head.  Drink it slowly and savor the flavors.  We donÃ¢â‚¬â„¢t think you will be disappointed.  Beer is not just for breakfast anymore.",1248,1
Church Brew Oktoberfest,5.2,0,Our Oktoberfest is a light amber colored beer.  It is malty in both flavor and aroma making it a delicate beer which is very drinkable. The hop bitterness is kept low to accentuate the maltiness.  Notice the crisp clean character and enjoy.  We brewed three batches of this beer so that we can bottle some of it in order to enhance our bottle beer selection.,1248,7
Mad Brewer Maibock,7,0,"A bock beer is required by German law to start at 17Ã‚Â°Plato.   For those who are interested, Ã‚Â°Plato is a measurement of the sugar content before fermentation.  It is a very malty lager beer with medium hop bitterness.  A maibock is a light to amber colored bock beer.  A Maibock is very similar to a Helles/pale bock.  Maibocks were originally brewed for the coming of spring, hence the name Mai (German for May).  The Mad Brewer Maibock is medium amber in color.  Though similar in color to our Pipe Organ Pale Ale, it is very different in character.  DonÃ¢â‚¬â„¢t let it get you though, itÃ¢â‚¬â„¢s a very strong beer at about 7% alcohol. It has a very clean and malty nose.  The hop bitterness is evident, but not dominant.  The Mad Brewer Maibock will finish quite full and have a delicate sweetness.",1248,7
Heavenly Hefeweizen,4.5,0,"IÃ¢â‚¬â„¢m sure everyone here knows, Pittsburgh has some humid summers.  What can you do to escape the heat and enjoy yourself?  Well IÃ¢â‚¬â„¢ve got the answer.  How about a light thirst quenching Hefe Weizen (pronounced hefa Vite zen) in the cool environment of our Hop Garden patio.  I can hear you wondering, what is a hefe weizen?  Allay your fears my friends because IÃ¢â‚¬â„¢m going to tell you.  A hefe weizen is a special style of beer made with malted wheat and malted barley.  Hefe weizens are from Germany.  This beer is top fermented (an ale) with a very special yeast.  The Hop levels are kept deliberately low in order to bring out the character of the yeast.  If you notice the nose of the beer, it has a clove-like or fruity aroma.  The grain bill includes 50% wheat malt and 50% barley malt.  It is served very carbonated and a touch cloudy.  It is cloudy because it is served unfiltered.  The remaining yeast contributes flavor, adds B vitamins, and improves the beer as it ages.",1248,4
Scratch #12 2008,6.5,0,"In our never-ending pursuit of answering the burning question of whatÃ¢â‚¬â„¢s new, we present Scratch #12-2008, an IPA.
 
The IPA is a fickle beast; too much malt and you veer into a high-octane hopbomb, while too little hops can question a beerÃ¢â‚¬â„¢s virility. In these chaotic days of shrinking hop harvests, balance is key to a proper IPA. Scratch #12-2008 delivers an intense pine nose married with a subtle wildflower aroma. The Thames Valley yeast adds an earthy nod to traditional English IPAs, while the American hops provide a bold contrasting bitterness.
 
Breath deep, relax, enjoy.",1286,3
Jupiler,5.2,0,"Jupiler is the most famous and most popular beer in Belgium. This delicious lager is brewed with the finest ingredients (malt, maize, water, hop, yeast), using undisputed craftsmanship, ensuring an outstanding beer quality. Jupiler offers refreshment on a wide variety of occasions, thanks to its digestibility and accessible taste. Jupiler (5,2 % ABV) is ideally served at a temperature of 3Ã‚Â°C. The low-alcoholic variant Jupiler N.A. (0.5%) should be served at 1-2Ã‚Â°C.
Jupiler has an outspoken image of masculinity, courage and adventure. Furthermore, Jupiler understands men like no other brand and shares their best moments. This combination of male bonding, self-confidence and self-relativation, speaks to all men and makes Jupiler an ally on their road through life.
Jupiler is the official sponsor of the highest Belgian football division, the Jupiler League, and also supports the Belgian national football team. Just like football, Jupiler is all about competence and ruggedness, effort and effort reward, team spirit and... festivity!",690,7
Trappist Westvleteren 12,11.2,0,This Belgian beer has an everlasting tast.  It has been choosen as the best beer in the world for several years!,263,5
Trappist Westvleteren Blonde,5.8,0,,263,5
Kate The Great Russian Imperial Stout,9.5,0,The granddaddy of stouts.  Intended for export to the Imerial Court of Russia's Catherine the Great.  Jet black.  Full-bodied.  Very strong.,1013,3
Dark Lord Russian Imperial Stout,13,0,"Gargantuan Russian Stout brewed with coffee, molasses, and honey.",1260,3
Light Weight,4.33,0,"Our lightest beer, and our Bronze Medal Winner 2006 World Beer Cup German pilsner malt and American hops give this brew a light, crisp finish. Made with the light beer drinker in mind.",1244,3
Donovan's Red,5.16,0,"Named after Donovan's, a 19th century Irish restaurant in downtown Waterbury. This medium-bodied, red-colored ale has a nice hop flavor and aroma.",1244,3
Pappy's Porter,5.42,0,"This dark mahogany ale has agreat and delicious malt depth, yet is balanced with supple, energizing bitterness.",1244,2
Holy Cow IPA,5.16,0,For hops lovers - this bitter ale is pale colored and made with a blend of 6 different malts and 5 different hops. This ale is dry-hopped for extra flavor and aroma.,1244,3
Alena,6.5,0,,1244,3
Broken Spoke,5,0,An American pale ale made entirely with amarillo hops.,1244,3
El Jefe,5.7,0,"Our holiday ale. This I.D.A., India Dark Ale, is crisp, bitter and overflowing with the aroma of spruce. Perfect for the holidays.",1244,3
Heady Topper,8,0,"Is our double I.P.A.! Loaded with hops, this one will put hair on your chest.",1244,3
Heathen,6.9,0,An american IPA brewed with a blend of 3 base malts and a multitude of hops.,1244,3
